text,user
RT @nytclimate: Biden orders federal government to buy zero-emissions vehicles and electricity in goal to be carbon neutral by 2050 https:/…,PennFuture
@_7even_5ive_ @khacterina @chessunicorn @POTUS Agree that money in politics has been a bad thing for years. I do be… https://t.co/yvZyj66oOM,Godcjoy
"RT @DanielTurnerPTF: In 2019, the United States became a net exporter of energy under Donald J. Trump.

In 2021, the United States began be…",american823
"RT @fluttershy_irl: LIBERAL my little pony

WOKEity
GENDERshy
JOE BIDEN sparkle
THEY/THEM dash
PRONOUN pie
SNOWFLAKEjack
spike

like and sh…",disaster_dummy
"RT @ACTforAmerica: The world is laughing at Joe Biden, Kamala Harris, and Nancy Pelosi.",Mikeybjr1
RT @OccupyDemocrats: BREAKING: January 6 Committee announces that it obtained a text message where Mark Meadows responded with “I love it!”…,MaryAnd94256943
"RT @rothschildmd: Anyway, this is a diversion from what we really need to be talking about:

Tucker Carlson, who has spent over a year tryi…",korn2005
"RT @StephenMoore: Wages are up 4.1% over the past year, but prices are up 6.2%.

Joe Biden's inflation is shrinking paychecks.",depreta_maryann
RT @ChuckCallesto: BREAKING REPORT: Elon Musk – Calls for Congress to THROW OUT Biden’s ‘Build Back Better Bill’ – “Don’t Pass It”..,smallheat
RT @lavern_spicer: Why does Joe Biden want to defend Ukraine’s borders but not our own?,LeeSutton4
"@Gitabushi @AydtGS @Lancegooden That's just it..Biden didn't cause inflation. It started, according to gov.stats, i… https://t.co/3jAdoGyeIm",redick_f
RT @nypost: White House 'working behind the scenes' with media to get positive coverage https://t.co/qDW4ZRp68I https://t.co/EDCtHgwUON,Patriot_Lady51
@psychonomicon the fact that it’s probably politically advantageous for the Biden administration to let tens of mil… https://t.co/BHlcLFuogA,lVCXMCM
RT @Allie_Kite: .@POTUS Joe Biden is meeting with employees at @RideKCTransit ahead of a speech on federal infrastructure bill. https://t.c…,RideKCTransit
"RT @KuuEater: joe biden addressing the nation with the biggest stiffest fucking tent in the world: America, I Am Better Now",thewarpings
POLL PANIC! Biden COLLAPSES To 22 PERCENT!!! https://t.co/naibL6cMMg via @YouTube,ANTONIOGARY44
"Does Montana even HAVE businesses with over 100 employees?  It barely has a 1M population.  So, who's asking Tester… https://t.co/zI37ZFjviV",KaJo503
"@KenShow941 @fake_biden Ok, I see you trying to prove something. A for effort.",nicknak2016
"@RepMTG - the American people did that already, that's why BIDEN is your president &amp; not TFG. https://t.co/JapYgGcq74",JaneTheeAmeric1
RT @IlhanMN: Why are we selling weapons to one of the worst human rights abusers in the world? https://t.co/UnIMNWiAYU,raedjarrar
@Littlelyssie1 @OccupyDemocrats Impeach President Biden and Vice President for what. That’s not how it works.,alterusps
"@ZelenskyyUa @Zourabichvili_S During the meeting between Joe Biden and Putin, he announced that he would not suppor… https://t.co/thF18z0oBt",brahim97795299
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",GREED_90
"RT @StrikeDebt: Good morning. Biden's law degree cost about $1,500.",money_witch
"""Biden as avatar for HR"" is the cipher to understanding the right wing contentsphere. https://t.co/4igPn154Na",AmsterdamLost
Jason Johnson Calls for Federal Takeover of Texas Elections https://t.co/bqsjn2Fq7U,1stKiersten
What Is The Biden Admin Hiding About Afghan Refugees? https://t.co/D131LC1ZBn via @jakepalmieri,buckfynn
RT @SenTedCruz: In 2014 Putin stopped short of a full invasion and devastation of Ukraine because he needed Ukraine’s pipelines to send gas…,Hell_3Boy
"RT @DrJacobsRad: Trudeau says if Biden doesn't submit to his will, he'll take another Canadian hostage! 

#Cdnpoli",GkMyf14
RT @KamVTV: BREAKING: Federal judge blocks Biden's last remaining COVID vaccine mandate rule on contractors: Warns would have 'vast economi…,Tonminus1
@MisterianZajac @4changenow_ @PamKeithFL And what exactly is she trying to say? She hasn’t elaborated as to how Bid… https://t.co/hDhlEsYyoi,Amoderatemoder1
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",Adriveronica1
RT @_hughesly: Lindsey Graham is a hack! Why won’t anyone ask him about all those activist judges he was approving for Joe Biden? He talks…,BigDLux1
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,theericsaucedo
"RT @Mikel_Jollett: What’s cool is Biden and the Democrats cut child poverty IN HALF, vaccinated over 200 MILLION Americans and passed a TRI…",234isI
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,BowieErina
RT @ChadPergram: Senate expected to hold vote tonight to undo President Biden’s vaccine mandates,mandee_eby_1623
"RT @SteveGuest: FLASHBACK: Joe Biden bragging about bribing Ukraine. 

""I said, you’re not getting the billion. ... I looked at them and sa…",cmg_48
RT @washingtonpost: Biden to sign executive order to make the federal government carbon neutral by 2050 https://t.co/Hmrr5leOW5,realJudyParker
"RT @imillhiser: Sure, Trump tried to overthrow the United States government, but Biden picked a VP who cooks paella and uses corded headpho…",jonnysouthern1
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",1TAB_843
"RT @american2084: 🙋‍♂️Raise your hand if you are having a much better Thanksgiving this year than last, because Biden is President.",whomac4
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",if_you_see_kyle
"RT @BBCWorld: Sending US troops to Ukraine in event of Russian invasion is ""not on the table"", President Joe Biden says

 https://t.co/xvq6…",CarolineUtah
"Whitmer says Biden vaccine mandate 'a problem for all of us'. Thank you, a person who understands the unconstitutio… https://t.co/xdX1qRY7Hx",RH94638772
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",Gwenjonc
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",Corinafs59Gomez
"RT @nytimes: Breaking News: President Biden ordered that federal vehicles and buildings begin transitioning to renewable energy, with the g…",FELIXJRSANBUEN1
"Biden nominates new chair for Postal Service Board, ousts DeJoy's allies👍Yay!!! Make our Postal Service great again… https://t.co/6p77jxsLc0",SouliBird
Senate expected to vote to overturn Biden vaccine mandate for businesses as soon as Wednesday https://t.co/H2bCZ8V0jh #SmartNews,jc_pap1
RT @mtracey: Biden says US ground troops to Ukraine is “off the table”? I’m outraged. I hate when completely insane ideas are taken off the…,RobSame
RT @nicholagroom: Biden pledges end to gas-powered federal vehicle purchases by 2035 https://t.co/5IF3qy2YaS @davidshepardson,davidshepardson
"RT @drdesrochers: President Biden will be attending the memorial service for Bob Dole at the Washington National Cathedral on Friday, per t…",SD_Newspapers
"RT @nytimes: Breaking News: President Biden ordered that federal vehicles and buildings begin transitioning to renewable energy, with the g…",DadakeTina
RT @WaitingOnBiden: It's time to face reality - Biden has somehow been even worse than Trump by nearly every measurable metric: https://t.c…,spite_alone
"RT @mjs_DC: For what it's worth, this letter begins with a lie. Biden has visited Ohio three times as president. https://t.co/Zf4bkePHIK",1SnoozyQ
"RT @PapiTrumpo: Today is Wednesday, December 8th, 2021, AND JOE BIDEN STILL SUCKS!!!",LuPrice48656576
"RT @disclosetv: JUST IN - Russia sends warning to the U.S. Embassy in Moscow of ""dangerous consequences"" for any ""provocations near Russia'…",Tollohilppa
"RT @RepAndyBiggsAZ: 🚨🚨🚨

The Biden administration’s mandate for federal contractors’ employees to be vaccinated will be halted nationwide!…",AkonFenty1
"RT @TweetyMctwat: Biden is such a shitty president that people are going to give Trump another chance in 2024. Damn, you have to be complet…",queer_rogue
"RT @PatriotAU: Biden’s Border Crisis Is Killing More Americans Than Ever With Spike In Drug Trafficking

https://t.co/vKrHjjEEy6",GarGoyl71858020
"@CNN I bet that was really hard for @CNN to admit. Funny, it's just what Biden said would happen. Hmmm",rosepet19239091
"RT @SenTedCruz: President Biden’s vaccine mandates are illegal, unconstitutional, and an abuse of power.
 
Taking the vaccine should be a d…",sun0369
"RT @HillaryClinton: Here's what's in the Build Back Better bill:

- A $35 cap on insulin
- Grants to finish college
- A year of Medicaid co…",onceup0nabitch
"RT @tedcruz: If we see tanks in the streets of Kiev, it will be because Joe Biden surrendered to Putin. https://t.co/7PJoRfQu1Q",willslaughter8
RT @DrPaulGosar: They are still counting in some places in Georgia and Michigan.  I believe Biden is up to 1.4 billion at the moment.,PatriotMarie
RT @Corddaryl: Biden I just got a email about my student loans. They telling me the payment pause on student loans ends at the end of Janua…,JenniaTaylor
"RT @gr8shotkeith: That’s all she wrote folks!Filibuster stays!

Our so called leaders now debate diluted versions of how to proceed and we…",aleshadalin
"RT @HotlineJosh: NEW debut edition of the WSJ poll:

Biden approve 41 (19 strongly) 
disapprove 57 (46 strongly)

Generic ballot: 
GOP 44
D…",Brettwashere
RT @joncoopertweets: I'm sorry but I am STILL angry that nobody from the Trump campaign reached out to the Biden campaign to WARN them that…,Mobilebabe
"RT @ElectionWiz: All neocons please keep in mind, in any war with Russia, US troops would be under the command of Joe Biden and General Mil…",NotTheMomma19
RT @PalmerReport: Major newspaper admits the media is being dishonestly unfair to President Biden https://t.co/3KCtFBHfCr,BarryGo08097868
"RT @joncoopertweets: GREAT NEWS: Gasoline and natural gas prices are FALLING! ⛽️

Who else thinks President Biden won’t get the CREDIT for…",peekaboo223
"RT @leedrutman: If the “struggle of our time” between “autocracy and democracy.” ...""How can Biden be persuasive on this if he is seen fudg…",realJudyParker
This is a huge politicization of the DOJ.  Eventually the truth will appear snd it won’t be pretty for democrats. H… https://t.co/ouy133fKiW,Robinsm86398738
"RT @ChuckRossDC: NEW @FreeBeacon 
Hunter Biden met with an exec for a Chinese state-owned oil company to discuss ""highly strategic"" African…",honeywig02
"RT @StrikeDebt: Good morning. Biden's law degree cost about $1,500.",DarinMcKenna
"RT @DanPriceSeattle: The Military asked for a $715 billion budget, then our only war ended, then Congress gave them $768 billion.

But we ""…",azizalake
"RT @RBReich: Last night, the House passed a $768 billion defense budget.

That's a full $30B more than Trump’s last defense budget. It’s al…",CarlisleEdwina
@RWMaloneMD Run for president then. Do something about it. Instead of b ing on Twitter about how unfair things are.… https://t.co/ucVCy3M5hE,Joey48474495
"RT @SenatorTimScott: President Biden's vaccine mandate means that countless firefighters, policemen, EMT, nurses, doctors, and others will…",TomKendall92
"RT @DonaldJTrumpJr: Liz Cheney stands with Pelosi and Biden, not Wyoming.

@HagemanforWY will defend Wyoming against Pelosi, Biden and the…",2Joubert
RT @LauraWalkerKC: Simmering conflict with Russia over its Ukraine aggression and Ted Cruz is ensuring Biden doesn't have key diplomats in…,Bex_Lyn
"RT @kaitlancollins: “I was very straightforward and there were no minced words,” President Biden tells reporters about his video call with…",SydsDarkglobe
